name,x,y
LOCKb2014b_000298,968.8255,217.788
LOCKb2014b_000298,53.017,275.49
LOCKb2014b_000298,26.7885,276.354
LOCKb2014b_000299,530.015,186.311
LOCKb2014b_000299,464.7275,201.7655
LOCKb2014b_000299,479.31,200.538
LOCKb2014b_000299,726.2835,588.361
LOCKb2014b_000299,982.1325,212.9485
LOCKb2014b_000299,778.8205,168.5345
LOCKb2014b_000299,838.869,214.868
LOCKb2014b_000299,554.542,180.165
LOCKb2014b_000299,178.2235,590.767
LOCKb2014b_000299,65.5995,270.3825
LOCKb2014b_000299,598.297,293.5935
LOCKb2014b_000299,212.2355,577.473
LOCKb2014b_000299,451.3395,565.1915
LOCKb2014b_000299,858.4005,209.768
LOCKb2014b_000299,333.065,320.061
LOCKb2014b_000299,732.12,238.917
LOCKb2014b_000300,743.718,238.4245
LOCKb2014b_000300,606.0615,296.1665
LOCKb2014b_000300,734.7855,243.631
LOCKb2014b_000300,328.954,382.322
LOCKb2014b_000300,65.978,261.217
LOCKb2014b_000300,337.616,316.417
LOCKb2014b_000300,477.699,204.109
LOCKb2014b_000300,558.752,181.999
LOCKb2014b_000300,539.33,187.961
LOCKb2014b_000300,445.244,571.954
LOCKb2014b_000300,207.09,577.231
LOCKb2014b_000300,738.221,591.336
LOCKb2014b_000300,780.245,170.342
LOCKb2014b_000300,847.974,215.086
LOCKb2014b_000300,981.555,216.565
LOCKb2014b_000300,353.441,312.219
LOCKb2014b_000300,177.6805,588.874
LOCKb2014b_000300,51.127,270.49
LOCKb2014b_000301,325.2605,382.8215
LOCKb2014b_000301,859.1885,206.768
LOCKb2014b_000301,785.765,168.889
LOCKb2014b_000301,556.877,178.792
LOCKb2014b_000301,341.621,380.331
LOCKb2014b_000301,364.306,310.4545
LOCKb2014b_000301,737.0695,569.5005
LOCKb2014b_000301,728.0025,234.8365
LOCKb2014b_000301,478.0365,202.943
LOCKb2014b_000301,531.7865,185.298
LOCKb2014b_000301,979.061,213.5
LOCKb2014b_000301,723.8405,586.5125
LOCKb2014b_000301,47.2215,274.185
LOCKb2014b_000301,214.326,577.061
LOCKb2014b_000301,605.129,292.05
LOCKb2014b_000301,433.4155,577.6975
LOCKb2014b_000301,844.844,212.5165
LOCKb2014b_000301,170.966,589.009
LOCKb2014b_000302,612.301,292.4915
LOCKb2014b_000302,338.0415,381.3675
LOCKb2014b_000302,37.617,271.614
LOCKb2014b_000302,733.3425,241.295
LOCKb2014b_000302,70.312,264.7065
LOCKb2014b_000302,559.2385,176.336
LOCKb2014b_000302,859.938,204.737
LOCKb2014b_000302,313.449,389.4675
LOCKb2014b_000302,485.966,196.399
LOCKb2014b_000302,732.237,595.971
LOCKb2014b_000302,544.3345,185.426
LOCKb2014b_000302,787.847,170.614
LOCKb2014b_000302,715.384,595.604
LOCKb2014b_000302,170.1735,589.0835
LOCKb2014b_000302,843.031,210.107
LOCKb2014b_000302,467.8185,202.438
LOCKb2014b_000302,355.839,305.687
LOCKb2014b_000302,208.3175,580.791
LOCKb2014b_000303,531.823,176.049
LOCKb2014b_000303,331.549,379.282
LOCKb2014b_000303,320.161,385.663
LOCKb2014b_000303,556.972,183.1285
LOCKb2014b_000303,967.483,212.366
LOCKb2014b_000303,846.666,208.205
LOCKb2014b_000303,209.4265,576.244
LOCKb2014b_000303,780.278,173.354
LOCKb2014b_000303,64.476,270.87
LOCKb2014b_000303,434.441,578.696
LOCKb2014b_000303,32.855,273.846
LOCKb2014b_000303,727.1315,239.583
LOCKb2014b_000303,473.106,200.9615
LOCKb2014b_000303,612.6745,289.557
LOCKb2014b_000303,544.347,185.701
LOCKb2014b_000303,169.324,589.146
LOCKb2014b_000303,985.6625,211.1185
LOCKb2014b_000304,23.9405,270.335
LOCKb2014b_000304,49.315,266.7675
LOCKb2014b_000304,334.5945,377.6965
LOCKb2014b_000304,180.4,582.191
LOCKb2014b_000304,606.846,292.735
LOCKb2014b_000304,731.047,239.938
LOCKb2014b_000304,969.098,212.074
LOCKb2014b_000304,825.143,210.956
LOCKb2014b_000304,457.0245,568.7775
LOCKb2014b_000304,460.4255,199.7775
LOCKb2014b_000304,778.083,172.324
LOCKb2014b_000304,425.637,576.163
LOCKb2014b_000304,318.0235,385.079
LOCKb2014b_000304,850.8555,210.1865
LOCKb2014b_000304,439.202,571.734
LOCKb2014b_000304,208.4235,581.4935
LOCKb2014b_000304,714.2215,590.5215
LOCKb2014b_000304,483.039,193.147
LOCKb2014b_000305,836.173,212.148
LOCKb2014b_000305,353.552,310.742
LOCKb2014b_000305,211.5465,574.782
LOCKb2014b_000305,327.987,321.616
LOCKb2014b_000305,558.901,180.0235
LOCKb2014b_000305,538.0835,186.1195
LOCKb2014b_000305,173.6945,582.1605
LOCKb2014b_000305,978.32,210.896
LOCKb2014b_000305,727.372,239.841
LOCKb2014b_000305,432.7325,570.151
LOCKb2014b_000305,587.6305,296.7895
LOCKb2014b_000305,461.2335,197.901
LOCKb2014b_000305,50.931,270.1745
LOCKb2014b_000305,485.5525,194.064
LOCKb2014b_000305,461.8565,562.0665
LOCKb2014b_000305,861.1695,210.062
LOCKb2014b_000306,427.308,572.391
LOCKb2014b_000306,336.5945,312.785
LOCKb2014b_000306,592.249,290.71
LOCKb2014b_000306,977.61,201.2955
LOCKb2014b_000306,357.158,311.7845
LOCKb2014b_000306,724.0915,589.967
LOCKb2014b_000306,484.736,197.09
LOCKb2014b_000306,778.263,169.0195
LOCKb2014b_000306,165.9365,583.4945
LOCKb2014b_000306,864.582,211.235
LOCKb2014b_000306,834.777,213.5155
LOCKb2014b_000306,210.9,582.352
LOCKb2014b_000306,64.065,269.722
LOCKb2014b_000306,556.919,181.721
LOCKb2014b_000306,608.95,289.855
LOCKb2014b_000306,311.869,386.221
LOCKb2014b_000306,454.2915,566.408
LOCKb2014b_000306,26.3295,273.2995
LOCKb2014b_000306,532.5845,183.715
LOCKb2014b_000306,467.859,201.8015
LOCKb2014b_000307,58.608,267.1325
LOCKb2014b_000307,834.634,211.363
LOCKb2014b_000307,776.1595,172.28
LOCKb2014b_000307,991.542,205.137
LOCKb2014b_000307,485.121,198.203
LOCKb2014b_000307,558.35,183.637
LOCKb2014b_000307,418.998,572.771
LOCKb2014b_000307,609.393,288.636
LOCKb2014b_000307,580.673,294.66
LOCKb2014b_000307,536.574,184.8085
LOCKb2014b_000307,337.0235,377.5225
LOCKb2014b_000307,859.907,208.476
LOCKb2014b_000307,466.781,198.9225
LOCKb2014b_000307,968.2075,211.4825
LOCKb2014b_000307,731.507,235.766
LOCKb2014b_000307,323.337,384.09
LOCKb2014b_000307,451.117,571.061
LOCKb2014b_000307,709.396,581.753
LOCKb2014b_000307,171.0665,584.0145
LOCKb2014b_000307,217.1385,580.7905
LOCKb2014b_000307,32.801,272.544
LOCKb2014b_000308,989.602,207.006
LOCKb2014b_000308,605.422,289.283
LOCKb2014b_000308,855.58,205.9565
LOCKb2014b_000308,740.533,238.698
LOCKb2014b_000308,970.8785,209.12
LOCKb2014b_000308,777.446,172.846
LOCKb2014b_000308,539.73,184.448
LOCKb2014b_000308,464.2555,202.6035
LOCKb2014b_000308,841.1895,211.1665
LOCKb2014b_000308,326.1135,318.873
LOCKb2014b_000308,487.3895,197.8835
LOCKb2014b_000308,726.533,589.511
LOCKb2014b_000308,561.994,179.927
LOCKb2014b_000308,454.457,568.485
LOCKb2014b_000308,586.248,296.228
LOCKb2014b_000308,215.9735,580.1715
LOCKb2014b_000308,20.966,272.6725
LOCKb2014b_000308,356.698,312.839
LOCKb2014b_000308,55.899,270.017
LOCKb2014b_000308,423.141,576.0085
LOCKb2014b_000308,172.284,583.182
LOCKb2014b_000309,332.527,289.51
LOCKb2014b_000309,972.768,214.613
LOCKb2014b_000309,859.1785,206.5505
LOCKb2014b_000309,603.985,290.4695
LOCKb2014b_000309,774.09,168.627
LOCKb2014b_000309,462.117,201.669
LOCKb2014b_000309,529.596,187.3345
LOCKb2014b_000309,558.246,179.8075
LOCKb2014b_000309,426.173,574.509
LOCKb2014b_000309,315.422,384.054
LOCKb2014b_000309,29.0585,274.6155
LOCKb2014b_000309,330.908,374.509
LOCKb2014b_000309,735.281,241.803
LOCKb2014b_000309,841.432,210.784
LOCKb2014b_000309,211.839,580.392
LOCKb2014b_000309,53.637,264.985
LOCKb2014b_000309,585.021,295.488
LOCKb2014b_000309,458.766,565.128
LOCKb2014b_000309,482.109,200.98
LOCKb2014b_000310,715.929,237.3275
LOCKb2014b_000310,446.4685,569.181
LOCKb2014b_000310,470.357,201.3885
LOCKb2014b_000310,10.72,275.915
LOCKb2014b_000310,585.6005,295.086
LOCKb2014b_000310,732.661,582.051
LOCKb2014b_000310,770.881,170.068
LOCKb2014b_000310,854.03,208.53
LOCKb2014b_000310,323.498,381.3685
LOCKb2014b_000310,212.597,577.62
LOCKb2014b_000310,416.3055,575.788
LOCKb2014b_000310,539.8,185.1625
LOCKb2014b_000310,352.233,309.178
LOCKb2014b_000310,739.3055,232.622
LOCKb2014b_000310,174.913,583.8255
LOCKb2014b_000310,47.0185,270.9065
LOCKb2014b_000311,605.885,295.114
LOCKb2014b_000311,326.331,384.527
LOCKb2014b_000311,783.2505,168.443
LOCKb2014b_000311,523.441,184.97
LOCKb2014b_000311,856.352,215.587
LOCKb2014b_000311,724.949,241.991
LOCKb2014b_000311,471.002,202.62
LOCKb2014b_000311,361.9045,310.5515
LOCKb2014b_000311,61.544,258.152
LOCKb2014b_000311,581.6765,296.6875
LOCKb2014b_000311,923.4655,191.192
LOCKb2014b_000311,451.098,574.56
LOCKb2014b_000311,827.589,211.692
LOCKb2014b_000311,545.7045,186.859
LOCKb2014b_000311,422.3595,578.2295
LOCKb2014b_000311,710.4335,584.4255
LOCKb2014b_000311,37.0305,275.685
LOCKb2014b_000311,223.294,586.371
LOCKb2014b_000311,180.749,594.7245
LOCKb2014b_000312,179.779,594.1595
LOCKb2014b_000312,729.2805,241.139
LOCKb2014b_000312,491.793,197.368
LOCKb2014b_000312,555.6185,183.5455
LOCKb2014b_000312,360.7875,314.1755
LOCKb2014b_000312,604.902,292.569
LOCKb2014b_000312,972.64,211.8625
LOCKb2014b_000312,776.3215,167.955
LOCKb2014b_000312,835.718,214.5665
LOCKb2014b_000312,534.007,187.306
LOCKb2014b_000312,59.8625,259.9925
LOCKb2014b_000312,582.768,297.097
LOCKb2014b_000312,222.157,593.96
LOCKb2014b_000312,319.4165,383.4575
LOCKb2014b_000312,46.8725,271.829
LOCKb2014b_000312,729.919,586.897
LOCKb2014b_000312,449.8015,566.5785
LOCKb2014b_000312,470.872,201.96
LOCKb2014b_000312,428.915,574.833
LOCKb2014b_000313,361.297,315.789
LOCKb2014b_000313,862.67,212.49
LOCKb2014b_000313,717.478,587.215
LOCKb2014b_000313,487.102,198.876
LOCKb2014b_000313,837.707,211.968
LOCKb2014b_000313,595.728,293.902
LOCKb2014b_000313,327.244,380.807
LOCKb2014b_000313,458.736,204.444
LOCKb2014b_000313,63.736,259.226
LOCKb2014b_000313,549.508,185.182
LOCKb2014b_000313,975.451,210.526
LOCKb2014b_000313,451.225,571.662
LOCKb2014b_000313,515.894,187.028
LOCKb2014b_000313,215.922,582.28
LOCKb2014b_000313,768.207,169.254
LOCKb2014b_000313,730.601,238.122
LOCKb2014b_000313,36.118,275.926
LOCKb2014b_000314,203.811,586.013
LOCKb2014b_000314,589.5445,291.4385
LOCKb2014b_000314,488.7655,194.019
LOCKb2014b_000314,857.777,217.215
LOCKb2014b_000314,465.7585,202.5995
LOCKb2014b_000314,62.106,267.7985
LOCKb2014b_000314,821.503,215.401
LOCKb2014b_000314,529.427,185.092
LOCKb2014b_000314,321.842,381.932
LOCKb2014b_000314,724.2965,580.54
LOCKb2014b_000315,727.005,240.63
LOCKb2014b_000315,829.0965,217.4675
LOCKb2014b_000315,418.149,565.128
LOCKb2014b_000315,610.053,292.209
LOCKb2014b_000315,532.593,185.4225
LOCKb2014b_000315,554.939,179.687
LOCKb2014b_000315,859.632,213.516
LOCKb2014b_000315,483.7595,196.2035
LOCKb2014b_000315,311.532,386.281
LOCKb2014b_000315,722.31,585.815
LOCKb2014b_000316,837.848,213.9495
LOCKb2014b_000316,961.485,209.641
LOCKb2014b_000316,64.967,268.575
LOCKb2014b_000316,314.9715,384.49
LOCKb2014b_000316,467.8295,200.144
LOCKb2014b_000316,179.496,587.501
LOCKb2014b_000316,717.011,585.201
LOCKb2014b_000316,725.0185,233.1555
LOCKb2014b_000316,355.924,309.1425
LOCKb2014b_000316,547.165,182.41
LOCKb2014b_000316,537.299,188.5405
LOCKb2014b_000316,780.6675,167.611
LOCKb2014b_000316,77.792,249.087
LOCKb2014b_000317,476.3255,204.157
LOCKb2014b_000317,528.516,173.791
LOCKb2014b_000317,324.5545,303.3605
LOCKb2014b_000317,80.578,256.108
LOCKb2014b_000317,73.638,262.981
LOCKb2014b_000317,314.649,385.5125
LOCKb2014b_000317,462.045,196.399
LOCKb2014b_000317,971.6435,209.031
LOCKb2014b_000317,707.691,583.463
LOCKb2014b_000317,346.727,316.351
LOCKb2014b_000317,450.934,572.861
LOCKb2014b_000317,534.2155,188.904
LOCKb2014b_000317,44.072,272.846
LOCKb2014b_000317,841.9865,212.378
LOCKb2014b_000317,188.6935,588.9865
LOCKb2014b_000317,590.204,295.303
LOCKb2014b_000317,716.128,237.7625
LOCKb2014b_000318,966.209,210.624
LOCKb2014b_000318,515.7465,190.6935
LOCKb2014b_000318,194.545,593.371
LOCKb2014b_000318,187.848,569.965
LOCKb2014b_000318,842.1965,207.6955
LOCKb2014b_000318,314.762,379.3225
LOCKb2014b_000318,851.6575,213.365
LOCKb2014b_000318,723.675,236.67
LOCKb2014b_000318,523.258,187.077
LOCKb2014b_000318,468.2065,201.196
LOCKb2014b_000318,24.132,271.028
LOCKb2014b_000318,714.1625,580.8645
LOCKb2014b_000318,589.4165,295.92
LOCKb2014b_000318,418.358,569.954
LOCKb2014b_000318,68.487,267.405
LOCKb2014b_000319,829.6555,199.92
LOCKb2014b_000319,333.114,371.3365
LOCKb2014b_000319,468.5735,200.6475
LOCKb2014b_000319,441.2675,574.1235
LOCKb2014b_000319,521.911,184.347
LOCKb2014b_000319,724.683,235.279
LOCKb2014b_000319,842.033,212.583
LOCKb2014b_000319,764.4555,167.492
LOCKb2014b_000319,182.6495,572.328
LOCKb2014b_000319,411.4595,563.8585
LOCKb2014b_000319,317.4635,385.073
LOCKb2014b_000319,704.5135,583.12
LOCKb2014b_000319,595.223,291.726
LOCKb2014b_000319,52.266,261.4805
LOCKb2014b_000319,196.1705,594.277
LOCKb2014b_000319,22.6835,271.834
LOCKb2014b_000320,990.823,337.517
LOCKb2014b_000320,523.988,176.4035
LOCKb2014b_000320,20.095,272.0845
LOCKb2014b_000320,319.0955,301.8585
LOCKb2014b_000320,727.0075,236.4945
LOCKb2014b_000320,531.232,188.888
LOCKb2014b_000320,826.8975,213.9355
LOCKb2014b_000320,562.729,289.8005
LOCKb2014b_000320,298.626,381.898
LOCKb2014b_000320,471.294,200.938
LOCKb2014b_000320,168.926,583.7305
LOCKb2014b_000320,350.723,309.8755
LOCKb2014b_000320,960.816,206.832
LOCKb2014b_000320,437.612,572.191
LOCKb2014b_000320,703.5645,580.0015
LOCKb2014b_000320,416.834,560.279
LOCKb2014b_000321,995.44,344.51
LOCKb2014b_000321,959.789,207.769
LOCKb2014b_000321,292.123,381.4675
LOCKb2014b_000321,67.3835,251.2645
LOCKb2014b_000321,51.812,273.776
LOCKb2014b_000321,63.252,266.593
LOCKb2014b_000321,759.245,167.726
LOCKb2014b_000321,720.312,235.1715
LOCKb2014b_000321,473.7,200.569
LOCKb2014b_000321,709.974,582.7065
LOCKb2014b_000321,834.782,215.344
LOCKb2014b_000322,531.99,188.356
LOCKb2014b_000322,698.655,586.274
LOCKb2014b_000322,591.583,292.625
LOCKb2014b_000322,291.609,385.556
LOCKb2014b_000322,723.536,233.412
LOCKb2014b_000322,60.156,268.571
LOCKb2014b_000322,464.986,200.649
LOCKb2014b_000322,963.844,206.493
LOCKb2014b_000322,758.365,163.507
LOCKb2014b_000322,166.2225,578.831
LOCKb2014b_000323,567.587,291.4785
LOCKb2014b_000323,451.428,203.643
LOCKb2014b_000323,762.778,167.956
LOCKb2014b_000323,171.393,589.198
LOCKb2014b_000323,592.059,295.09
LOCKb2014b_000323,963.334,205.918
LOCKb2014b_000323,720.381,233.334
LOCKb2014b_000323,305.529,276.699
LOCKb2014b_000323,726.533,582.043
LOCKb2014b_000323,827.7575,209.564
LOCKb2014b_000323,519.284,188.106
LOCKb2014b_000323,50.863,267.229
LOCKb2014b_000324,759.751,167.432
LOCKb2014b_000324,563.159,293.943
LOCKb2014b_000324,837.7285,206.7255
LOCKb2014b_000324,991.631,337.849
LOCKb2014b_000324,715.823,233.233
LOCKb2014b_000324,290.388,386.208
LOCKb2014b_000324,720.1795,233.3945
LOCKb2014b_000324,26.222,275.771
LOCKb2014b_000324,522.199,187.132
LOCKb2014b_000324,464.174,202.232
LOCKb2014b_000324,850.986,214.707
LOCKb2014b_000324,329.555,313.7195
LOCKb2014b_000324,697.569,580.433
LOCKb2014b_000324,317.452,300.209
LOCKb2014b_000324,188.839,586.977
LOCKb2014b_000325,964.9275,208.02
LOCKb2014b_000325,462.211,194.8835
LOCKb2014b_000325,315.408,297.2305
LOCKb2014b_000325,763.8045,165.947
LOCKb2014b_000325,519.3505,181.76
LOCKb2014b_000325,412.8245,567.0095
LOCKb2014b_000325,19.791,267.483
LOCKb2014b_000325,691.732,578.5495
LOCKb2014b_000325,184.6125,594.4165
LOCKb2014b_000325,564.236,290.235
LOCKb2014b_000325,837.264,214.0695
LOCKb2014b_000325,722.08,234.813
LOCKb2014b_000325,440.266,558.648
LOCKb2014b_000326,312.2735,292.675
LOCKb2014b_000326,419.635,573.77
LOCKb2014b_000326,23.716,275.5315
LOCKb2014b_000326,962.203,207.464
LOCKb2014b_000326,465.267,197.429
LOCKb2014b_000326,526.109,188.299
LOCKb2014b_000326,714.667,234.2775
LOCKb2014b_000326,822.838,210.9585
LOCKb2014b_000326,522.277,174.614
LOCKb2014b_000326,565.3925,290.2725
LOCKb2014b_000326,760.1275,166.5145
LOCKb2014b_000326,219.105,568.772
LOCKb2014b_000326,691.0925,578.2605
LOCKb2014b_000326,185.809,588.2525
LOCKb2014b_000327,760.379,166.892
LOCKb2014b_000327,294.139,381.498
LOCKb2014b_000327,991.5865,337.932
LOCKb2014b_000327,687.771,578.705
LOCKb2014b_000327,594.133,295.448
LOCKb2014b_000327,828.124,212.901
LOCKb2014b_000327,430.839,573.685
LOCKb2014b_000327,968.294,208.346
LOCKb2014b_000327,719.496,234.368
LOCKb2014b_000327,168.234,582.771
LOCKb2014b_000327,569.629,294.366
LOCKb2014b_000327,210.391,573.656
LOCKb2014b_000328,415.26,558.49
LOCKb2014b_000328,824.392,209.0525
LOCKb2014b_000328,764.331,168.03
LOCKb2014b_000328,951.6255,204.906
LOCKb2014b_000329,960.771,199.0865
LOCKb2014b_000331,411.9435,570.1755
LOCKb2014b_000331,449.1915,193.3945
LOCKb2014b_000331,970.5105,203.4095
LOCKb2014b_000331,319.4035,383.7855
LOCKb2014b_000331,193.408,563.321
LOCKb2014b_000331,75.0065,258.6955
LOCKb2014b_000331,322.391,294.362
LOCKb2014b_000331,359.329,310.93
LOCKb2014b_000331,684.1895,585.309
LOCKb2014b_000331,586.03,294.87
LOCKb2014b_000331,760.2655,167.1605
LOCKb2014b_000331,204.111,591.032
LOCKb2014b_000331,830.836,210.74
LOCKb2014b_000331,563.698,285.151
LOCKb2014b_000332,434.6535,573.0275
LOCKb2014b_000332,758.791,165.8755
LOCKb2014b_000332,198.9315,586.7335
LOCKb2014b_000332,840.652,215.686
LOCKb2014b_000332,713.834,231.547
LOCKb2014b_000332,963.8115,208.963
LOCKb2014b_000332,455.8285,201.1575
LOCKb2014b_000332,579.656,294.117
LOCKb2014b_000332,309.406,302.6975
LOCKb2014b_000332,514.9195,186.887
LOCKb2014b_000333,754.802,166.451
LOCKb2014b_000333,367.3895,300.022
LOCKb2014b_000333,835.256,205.555
LOCKb2014b_000333,526.756,183.333
LOCKb2014b_000333,968.411,207.089
LOCKb2014b_000333,307.093,384.199
LOCKb2014b_000333,210.42,583.333
LOCKb2014b_000333,701.289,583.088
LOCKb2014b_000333,715.715,232.683
LOCKb2014b_000333,558.863,283.356
LOCKb2014b_000334,311.907,386.431
LOCKb2014b_000334,718.5605,583.981
LOCKb2014b_000334,757.929,164.6755
LOCKb2014b_000334,566.458,290.197
LOCKb2014b_000334,524.719,186.117
LOCKb2014b_000334,833.664,208.885
LOCKb2014b_000334,460.357,204.244
LOCKb2014b_000334,962.357,206.406
LOCKb2014b_000334,990.4555,326.2345
LOCKb2014b_000335,319.237,312.537
LOCKb2014b_000335,832.456,211.78
LOCKb2014b_000335,27.2825,270.02
LOCKb2014b_000335,453.062,198.0975
LOCKb2014b_000335,727.666,576.048
LOCKb2014b_000335,524.976,188.008
LOCKb2014b_000335,967.879,208.927
LOCKb2014b_000335,59.1445,266.084
LOCKb2014b_000335,756.792,152.63
LOCKb2014b_000336,515.6615,171.678
LOCKb2014b_000336,706.732,233.333
LOCKb2014b_000336,961.791,205.709
LOCKb2014b_000336,713.499,583.6045
LOCKb2014b_000336,760.13,168.531
LOCKb2014b_000336,189.329,560.216
LOCKb2014b_000336,297.492,383.333
LOCKb2014b_000336,833.583,207.3605
LOCKb2014b_000336,565.957,291.465
LOCKb2014b_000336,721.791,581.241
LOCKb2014b_000336,204.076,592.271
LOCKb2014b_000336,20.585,278.899
LOCKb2014b_000337,312.4435,320.1945
LOCKb2014b_000337,752.593,162.5155
LOCKb2014b_000337,560.242,291.078
LOCKb2014b_000337,833.922,214.814
LOCKb2014b_000337,455.054,202.5855
LOCKb2014b_000337,964.324,210.945
LOCKb2014b_000337,522.092,185.67
LOCKb2014b_000337,183.607,587.038
LOCKb2014b_000337,716.931,586.2835
LOCKb2014b_000338,835.2095,214.5585
LOCKb2014b_000338,532.844,182.597
LOCKb2014b_000338,456.234,202.941
LOCKb2014b_000338,180.518,583.68
LOCKb2014b_000338,758.625,158.918
LOCKb2014b_000338,564.801,290.434
LOCKb2014b_000338,951.127,206.5415
LOCKb2014b_000338,690.367,584.313
LOCKb2014b_000338,297.912,384.313
LOCKb2014b_000338,718.52,226.215
LOCKb2014b_000339,692.749,586.297
LOCKb2014b_000339,554.675,285.6105
LOCKb2014b_000339,719.7485,229.8005
LOCKb2014b_000339,842.472,211.974
LOCKb2014b_000339,422.552,574.458
LOCKb2014b_000339,520.708,185.3045
LOCKb2014b_000339,454.964,203.194
LOCKb2014b_000339,757.7935,157.891
LOCKb2014b_000339,16.8915,278.3995
LOCKb2014b_000339,198.004,580.535
LOCKb2014b_000339,960.252,208.302
LOCKb2014b_000340,509.9575,180.383
LOCKb2014b_000340,310.4315,388.625
LOCKb2014b_000340,593.4555,284.9945
LOCKb2014b_000340,341.621,314.296
LOCKb2014b_000340,771.715,169.431
LOCKb2014b_000340,724.409,234.3865
LOCKb2014b_000340,455.036,196.923
LOCKb2014b_000340,979.845,210.413
LOCKb2014b_000340,368.7675,309.151
LOCKb2014b_000340,855.251,211.723
LOCKb2014b_000340,214.7615,586.06
LOCKb2014b_000340,53.4555,272.5485
LOCKb2014b_000340,698.4075,575.479
LOCKb2014b_000340,480.024,202.914
LOCKb2014b_000340,464.102,562.2035
LOCKb2014b_000340,170.475,575.5355
LOCKb2014b_000341,480.686,200.9585
LOCKb2014b_000341,598.3555,286.545
LOCKb2014b_000341,571.5815,184.9935
LOCKb2014b_000341,344.735,313.9825
LOCKb2014b_000341,984.358,210.9205
LOCKb2014b_000341,321.347,378.783
LOCKb2014b_000341,173.256,577.8185
LOCKb2014b_000341,464.863,568.9055
LOCKb2014b_000341,733.708,234.337
LOCKb2014b_000341,546.2755,188.0225
LOCKb2014b_000341,212.6935,584.8345
LOCKb2014b_000341,706.763,570.779
LOCKb2014b_000341,778.0195,168.8115
LOCKb2014b_000341,846.524,213.4695
LOCKb2014b_000341,464.835,202.6455
LOCKb2014b_000341,47.882,264.295
LOCKb2014b_000341,491.242,196.678
LOCKb2014b_000341,375.7375,305.1025
LOCKb2014b_000342,775.842,170.149
LOCKb2014b_000342,453.2595,186.4885
LOCKb2014b_000342,743.041,574.662
LOCKb2014b_000342,184.8055,552.978
LOCKb2014b_000342,520.7115,176.682
LOCKb2014b_000342,334.479,292.857
LOCKb2014b_000342,971.992,210.408
LOCKb2014b_000342,328.2825,381.8045
LOCKb2014b_000342,565.11,293.778
LOCKb2014b_000342,705.16,226.9215
LOCKb2014b_000342,58.593,259.216
LOCKb2014b_000342,479.296,203.2345
LOCKb2014b_000342,462.0035,567.6615
LOCKb2014b_000342,201.331,586.3035
LOCKb2014b_000342,550.5565,176.9725
LOCKb2014b_000342,841.927,216.4835
LOCKb2014b_000343,338.724,314.226
LOCKb2014b_000343,196.246,563.675
LOCKb2014b_000343,864.423,218.338
LOCKb2014b_000343,29.517,278.376
LOCKb2014b_000343,557.116,180.6395
LOCKb2014b_000343,428.06,555.639
LOCKb2014b_000343,714.689,231.5005
LOCKb2014b_000343,590.404,290.701
LOCKb2014b_000343,371.566,306.414
LOCKb2014b_000343,195.5125,589.1515
LOCKb2014b_000343,447.229,574.163
LOCKb2014b_000343,840.354,210.992
LOCKb2014b_000343,313.9975,379.5635
LOCKb2014b_000343,695.812,572.313
LOCKb2014b_000343,974.669,208.146
LOCKb2014b_000344,887.225,212.482
LOCKb2014b_000344,884.14,214.297
LOCKb2014b_000344,725.834,574.7125
LOCKb2014b_000344,300.888,381.449
LOCKb2014b_000344,12.963,270.588
LOCKb2014b_000344,943.562,194.365
LOCKb2014b_000344,786.582,166.389
LOCKb2014b_000344,459.907,200.7535
LOCKb2014b_000344,371.972,291.5775
LOCKb2014b_000344,366.003,308.3
LOCKb2014b_000344,437.8155,570.047
LOCKb2014b_000344,548.412,183.6715
LOCKb2014b_000344,211.0175,584.445
LOCKb2014b_000344,468.094,556.782
LOCKb2014b_000345,978.041,209.18
LOCKb2014b_000345,228.125,566.328
LOCKb2014b_000345,605.722,286.53
LOCKb2014b_000345,986.8035,203.629
LOCKb2014b_000345,599.264,295.343
LOCKb2014b_000345,520.601,180.533
LOCKb2014b_000345,430.026,562.304
LOCKb2014b_000345,32.995,254.0015
LOCKb2014b_000345,444.322,193.11
LOCKb2014b_000345,777.928,170.354
LOCKb2014b_000345,857.492,211.465
LOCKb2014b_000345,309.7515,376.407
LOCKb2014b_000345,740.684,230.055
LOCKb2014b_000345,547.862,180.584
LOCKb2014b_000345,728.479,577.044
LOCKb2014b_000345,467.183,197.119
LOCKb2014b_000345,462.009,568.351
LOCKb2014b_000345,37.0975,270.8125
LOCKb2014b_000345,361.519,304.682
LOCKb2014b_000346,961.7005,204.6515
LOCKb2014b_000346,759.395,166.361
LOCKb2014b_000346,450.738,191.788
LOCKb2014b_000346,369.322,300.143
LOCKb2014b_000346,427.803,564.621
LOCKb2014b_000346,868.8865,212.3265
LOCKb2014b_000346,528.225,182.2355
LOCKb2014b_000346,718.618,233.192
LOCKb2014b_000346,197.808,576.624
LOCKb2014b_000346,710.376,582.81
LOCKb2014b_000346,19.555,271.3115
LOCKb2014b_000346,237.371,569.84
LOCKb2014b_000346,476.822,197.897
LOCKb2014b_000346,464.661,555.0315
LOCKb2014b_000346,305.217,377.076
LOCKb2014b_000347,980.487,201.612
LOCKb2014b_000347,442.615,188.01
LOCKb2014b_000347,468.787,197.9375
LOCKb2014b_000347,709.408,232.2305
LOCKb2014b_000347,842.9245,197.343
LOCKb2014b_000347,757.688,160.784
LOCKb2014b_000347,428.335,560.7285
